Age,Annual_Income,Loan_Amount,Existing_Debts,Credit_Utilization,Payment_History,Credit_History_Length,Savings_Balance,EMI_Amount,Debt_to_Income_Ratio,Creditworthy
37,699964,611032,30215,51,75,29,162550,8279,4.32,0
34,254213,174697,449535,43,76,12,77918,45809,176.83,0
47,1100341,530795,205714,93,62,28,302272,6191,18.7,0
38,999458,690360,303391,86,56,6,587538,9508,30.36,0
48,1487273,445340,487518,10,57,13,232191,49148,32.78,0
24,547328,286028,129692,87,95,27,642065,6307,23.7,0
27,205435,743411,174120,57,72,24,309270,5216,84.76,0
55,339565,57176,250186,80,75,5,640904,2365,73.68,0
29,1451875,927742,497452,29,93,29,581087,40564,34.26,1
28,1045753,826653,206604,69,76,13,235300,10127,19.76,0
37,1120267,508034,66714,9,58,20,461464,20902,5.96,0
37,231498,563611,297463,69,95,7,305051,45747,128.49,0
53,1087977,199748,119058,12,87,12,17644,36536,10.94,1
52,760113,95177,278169,43,96,21,306727,1495,36.6,0
28,729862,533512,9780,47,62,4,64560,4592,1.34,0
39,1119091,160623,284850,86,56,5,505821,3232,25.45,0
58,242782,575285,173988,77,60,16,382778,41816,71.66,0
23,1221728,502546,75503,9,59,27,942689,20319,6.18,0
25,647628,546184,161928,8,82,4,639877,15667,25.0,1
33,1309137,694467,365310,97,88,8,314132,14000,27.9,0
51,670440,297439,9179,5,99,16,413662,7719,1.37,1
36,1121913,694691,169695,98,52,8,295306,5445,15.13,0
52,664535,978735,148659,60,90,17,155222,48941,22.37,0
42,751039,145287,154805,49,78,14,968808,36135,20.61,0
49,256572,169574,257282,69,86,12,105373,11776,100.28,0
42,616443,830751,481522,7,94,3,520323,40323,78.11,0
23,236069,171509,99423,26,65,27,529399,18289,42.12,0
30,937550,397591,123076,76,65,20,570291,12419,13.13,0
41,1012802,945954,135047,60,93,2,61746,8900,13.33,0
36,982533,499181,254477,22,99,13,76923,27403,25.9,1
32,1129090,393288,209527,29,92,21,480961,29298,18.56,1
22,905591,822793,337282,52,98,11,666343,28156,37.24,0
44,587902,242589,176535,88,56,24,399454,38365,30.03,0
55,884659,929125,492812,35,64,12,57114,25037,55.71,0
50,1339291,406459,173226,34,87,18,631975,47233,12.93,1
50,1319369,538720,206748,84,55,9,61274,6009,15.67,0
55,639717,863819,86706,70,67,29,228411,8235,13.55,0
39,912494,54090,116905,85,68,7,815810,27091,12.81,0
28,835960,957278,28830,14,51,6,262816,41726,3.45,0
46,602993,468161,372220,75,52,24,279692,39056,61.73,0
27,1390897,876671,465342,63,95,14,573909,48082,33.46,0
50,1269966,53743,439961,55,74,18,782948,46766,34.64,0
27,1268945,80924,292753,13,85,14,731671,39904,23.07,1
23,343953,191268,17401,58,98,5,267870,12195,5.06,0
21,424872,966592,420945,66,77,20,621189,40374,99.08,0
56,667543,928247,365624,85,87,24,761603,27248,54.77,0
45,1093441,679600,118278,13,77,13,649711,27226,10.82,1
57,681127,381004,176239,13,81,1,786825,21779,25.87,1
21,681363,790537,225253,28,90,12,99673,11666,33.06,1
35,962922,798378,319535,43,85,19,949035,21379,33.18,0
57,1125337,279602,126543,79,88,10,290014,32709,11.24,0
33,1295589,392543,391030,12,85,24,977051,49903,30.18,1
28,841629,885227,94583,29,92,5,55738,43850,11.24,1
25,1114217,887985,189243,70,72,20,77537,42266,16.98,0
29,1395402,558928,481312,14,51,6,251015,31818,34.49,0
21,831872,153976,137719,28,59,12,417972,41537,16.56,0
56,278113,205183,414322,84,55,21,329851,31949,148.98,0
55,689847,687854,268159,87,57,3,968334,48754,38.87,0
22,1283858,307443,283650,63,64,29,758759,26853,22.09,0
43,367809,694256,245221,35,94,27,151118,35195,66.67,0
29,486268,111600,24067,15,78,14,164724,22997,4.95,1
54,595412,624310,392963,10,77,21,327173,36870,66.0,0
34,592515,708559,2056,74,71,4,309100,35114,0.35,0
24,296651,887329,490471,36,83,17,286030,42588,165.34,0
50,1495125,874470,254770,43,69,17,358425,30871,17.04,0
51,285395,173323,29328,52,82,14,376797,2961,10.28,0
58,735633,236110,339856,17,64,15,959327,38380,46.2,0
31,1110976,694566,52832,63,56,7,180020,43507,4.76,0
55,565837,947486,42771,71,73,4,940826,6690,7.56,0
28,1333859,320041,97421,60,75,17,738690,16168,7.3,0
23,1293060,638829,480021,45,99,6,645993,46875,37.12,0
34,801802,156968,177587,60,59,11,125431,6458,22.15,0
33,1338711,589180,64538,39,64,12,802594,27942,4.82,0
52,497915,975775,461866,42,86,15,386371,11033,92.76,0
54,388726,74815,472194,85,73,27,92293,9047,121.47,0
39,414223,882044,302295,71,60,12,671265,5902,72.98,0
58,1096716,476573,132701,38,89,11,497517,2496,12.1,1
36,1365975,518304,345607,80,70,27,390959,28664,25.3,0
22,715609,852699,96853,92,89,17,660902,43203,13.53,0
37,1213071,854700,89432,74,87,8,120580,5582,7.37,0
54,1429221,688751,290299,15,64,12,329627,30482,20.31,0
36,898093,981767,251529,31,64,29,572745,35811,28.01,0
58,1377920,514151,149360,52,86,9,619228,37144,10.84,0
22,1391408,931779,312732,28,94,11,942884,42476,22.48,1
22,823538,240732,218023,22,63,3,418724,32872,26.47,0
46,487906,246599,167157,31,92,7,553964,18218,34.26,1
33,1430634,244451,11251,58,70,29,360940,18007,0.79,0
51,1419748,406686,102420,59,93,21,606721,21366,7.21,0
54,1384592,746631,156646,25,69,3,392170,30827,11.31,0
59,248825,378756,271767,63,82,21,404780,48659,109.22,0
23,213877,188307,217544,38,52,16,517854,39208,101.71,0
28,623206,138757,316859,62,89,10,679230,34264,50.84,0
43,329065,459633,268267,52,72,23,286363,32607,81.52,0
34,832731,934507,265205,58,93,7,223049,28005,31.85,0
47,561756,346753,106393,22,96,25,423096,44223,18.94,1
49,317674,939217,254216,7,72,24,130082,32475,80.02,0
59,1363650,304200,364179,28,76,20,413595,17926,26.71,1
59,717257,597933,301239,5,84,15,719654,34683,42.0,0
21,596474,506089,190690,10,74,21,12948,19185,31.97,0
37,231629,769918,421667,23,81,21,522377,12274,182.04,0
50,1155083,374377,344041,90,71,10,570190,47049,29.78,0
33,1402606,423587,81443,47,57,12,224579,34947,5.81,0
41,1002207,204473,380149,12,87,18,18969,44215,37.93,1
39,889567,844203,296958,73,67,28,597093,35839,33.38,0
39,1227442,517667,85141,56,77,23,292790,42766,6.94,0
45,462199,522650,491008,77,77,23,201638,28314,106.23,0
42,973372,510665,207940,51,60,9,65818,47641,21.36,0
51,1337273,414745,168904,89,61,29,466667,40913,12.63,0
37,888233,535820,488228,32,51,9,537966,43494,54.97,0
43,1350081,445158,140517,50,86,4,530775,31288,10.41,0
52,1404966,725748,164562,8,53,5,774404,48344,11.71,0
30,233734,961656,29767,92,90,7,627343,26892,12.74,0
30,413299,657539,46057,12,94,26,649974,26682,11.14,1
56,873882,631330,211818,65,94,7,133439,2589,24.24,0
28,342728,890172,220767,21,96,11,926827,31809,64.41,0
40,871253,246945,466316,38,83,10,996383,19870,53.52,0
52,1002925,621312,172115,24,72,11,128189,9679,17.16,0
34,596848,728810,348899,84,62,24,800446,9803,58.46,0
48,820160,631253,290090,78,56,24,670467,49058,35.37,0
44,1206152,322201,167659,38,81,18,513390,43357,13.9,1
35,523923,798609,265508,47,72,12,899064,40982,50.68,0
42,893812,845415,463070,14,98,25,571711,44153,51.81,0
50,1365179,442613,187160,98,57,16,654303,28650,13.71,0
24,852168,594283,77015,34,99,27,132308,49657,9.04,1
33,822696,164587,138470,29,96,4,376068,10529,16.83,1
43,1021247,283076,395668,61,96,17,117416,29998,38.74,0
28,249297,796988,349352,67,86,17,828764,49091,140.13,0
38,260107,520897,385352,75,83,21,377452,49208,148.15,0
32,544937,88886,426409,51,97,23,437226,11392,78.25,0
51,609898,401169,472617,88,78,5,361079,38265,77.49,0
34,492552,539788,25345,85,86,13,267572,5583,5.15,0
54,864197,145149,348039,7,72,3,274805,27690,40.27,0
38,1395055,668308,205407,50,87,27,145870,11328,14.72,0
54,1408957,576961,452412,40,78,23,731436,22638,32.11,1
31,1341766,913945,154125,30,93,17,425545,17238,11.49,1
32,976644,73466,256624,14,54,11,721420,40113,26.28,0
35,1466560,287626,493644,38,89,1,822282,23955,33.66,1
51,724658,928977,129022,82,60,28,225777,22682,17.8,0
49,986918,559966,476436,12,63,18,532845,48442,48.28,0
46,750901,624694,398231,59,98,17,259246,17462,53.03,0
38,203196,446904,228273,95,91,9,144229,6652,112.34,0
52,1474585,643572,401873,14,51,20,833917,17761,27.25,0
42,1051271,810006,313260,61,84,7,932840,31235,29.8,0
58,706528,951011,153023,83,94,5,389075,25351,21.66,0
37,770141,587953,359743,90,98,16,496370,12176,46.71,0
43,887635,594929,229351,49,84,7,576568,39709,25.84,0
44,1058811,475716,288665,54,91,13,193217,34914,27.26,0
28,1364650,610085,316575,68,77,13,913211,49726,23.2,0
26,767497,790126,272875,99,57,15,123032,49329,35.55,0
25,1159991,358094,149816,6,81,23,351434,26639,12.92,1
49,956355,992550,325238,49,53,17,539497,3216,34.01,0
48,824588,965986,280567,99,94,17,595690,49197,34.03,0
31,257175,676627,376756,66,56,27,221098,28415,146.5,0
21,1350127,687719,410784,18,88,19,17645,33657,30.43,1
39,1005408,282275,440627,78,97,10,310652,39217,43.83,0
29,592761,452854,3934,98,76,2,636746,18847,0.66,0
47,781154,857605,76945,19,86,14,532349,18900,9.85,1
54,317752,718582,251554,18,66,23,854254,12242,79.17,0
24,453564,231136,392587,35,59,3,373113,32073,86.56,0
56,493257,218082,96946,33,53,7,147090,38191,19.65,0
38,1464008,303301,96344,31,72,25,454124,48601,6.58,0
35,365486,592383,139244,89,63,28,167446,18910,38.1,0
33,871502,173554,27358,13,54,11,933217,29186,3.14,0
39,1230114,444655,197385,24,51,17,121375,15978,16.05,0
26,970488,962046,129774,62,95,15,258880,14606,13.37,0
32,1459112,809277,281907,83,73,19,367752,33031,19.32,0
57,1325269,528766,441889,92,67,29,261365,8421,33.34,0
37,1283711,972879,493938,53,76,11,106856,3548,38.48,0
43,665448,663311,489922,61,73,15,496315,8252,73.62,0
46,336262,681469,85997,20,78,15,385775,48624,25.57,1
49,204331,272310,241830,79,60,6,225570,13849,118.35,0
53,1431834,857032,330119,12,97,15,797458,5608,23.06,1
47,412854,838898,138876,71,67,29,604297,26091,33.64,0
45,750049,830637,440810,23,97,9,211275,47595,58.77,0
30,989694,549344,209820,71,53,5,716466,7745,21.2,0
43,1168763,750457,87189,40,82,19,758785,36830,7.46,1
41,1059004,946366,87507,93,63,24,625964,39049,8.26,0
41,980080,627564,329669,64,93,29,354650,38530,33.64,0
33,384544,493333,466620,40,91,28,222549,31222,121.34,0
57,550002,490187,99248,15,81,5,793954,10640,18.05,1
53,1333243,319072,24604,55,53,22,104564,34734,1.85,0
44,204677,891741,378729,84,69,13,305596,23078,185.04,0
31,404580,255719,415351,59,70,18,799700,33875,102.66,0
37,330334,746248,489296,58,52,20,615017,24565,148.12,0
24,563581,800385,168990,21,74,17,103602,45054,29.99,0
45,1168121,749192,129716,66,53,15,403874,42582,11.1,0
50,611811,166196,181921,46,96,14,44064,1509,29.73,0
29,799559,59404,161919,28,60,29,699653,7815,20.25,0
41,758745,476855,436990,21,65,16,577330,43024,57.59,0
40,766819,783478,453925,52,85,4,901886,49783,59.2,0
39,404335,503814,10680,88,55,17,148864,43398,2.64,0
39,666516,687475,113508,90,80,20,409820,37639,17.03,0
32,394243,946881,95619,74,89,14,188893,33408,24.25,0
57,457231,601972,55037,11,62,18,48557,49721,12.04,0
37,973589,642879,99969,18,72,6,17420,23892,10.27,0
57,817423,431965,111115,15,53,22,703881,14276,13.59,0
59,790642,783082,58914,16,86,8,989455,40932,7.45,1
48,837031,314826,157381,9,91,9,265023,4500,18.8,1
55,968741,161186,107255,9,86,24,779208,13546,11.07,1
38,1450844,817469,10349,24,93,1,819450,41526,0.71,1
34,1116094,596120,468295,58,82,13,659488,16042,41.96,0
55,295057,591285,454036,59,91,3,73076,39838,153.88,0
27,1286985,346784,206068,62,78,6,539396,39153,16.01,0
33,446889,520098,427769,83,86,17,626974,1229,95.72,0
38,627686,90491,28525,94,68,8,867215,25725,4.54,0
57,349457,113043,268092,34,69,6,608225,34677,76.72,0
33,523860,948607,14498,28,81,16,944511,12720,2.77,1
56,1075584,178568,412207,91,93,1,675357,32879,38.32,0
51,1274958,426394,221582,77,65,10,277405,18018,17.38,0
22,276675,647013,494150,7,54,18,210876,32118,178.6,0
36,1215100,178131,59790,52,98,22,343664,5717,4.92,0
29,746707,95520,400876,75,95,26,521653,19574,53.69,0
29,1210825,375063,26245,26,61,14,555214,14235,2.17,0
58,281238,684157,131310,18,94,24,500614,6189,46.69,0
31,1242536,638730,413136,52,70,5,763354,22323,33.25,0
42,1474401,835313,46659,33,63,17,206618,24465,3.16,0
53,474541,202842,388127,54,86,14,420360,37242,81.79,0
56,1283745,417390,74874,84,71,26,953407,12972,5.83,0
43,786470,752858,304661,14,79,18,269831,40962,38.74,1
54,1078908,421831,126618,75,72,4,666537,2865,11.74,0
29,1407989,572485,75885,93,54,20,495698,34066,5.39,0
44,377216,697735,46350,31,78,23,595240,37493,12.29,1
28,654988,635765,339323,83,79,2,412384,28967,51.81,0
27,279360,574532,254251,32,67,7,913612,5540,91.01,0
56,638863,915885,421490,13,95,7,929893,28773,65.98,0
38,323662,500953,307157,75,99,7,802796,44065,94.9,0
23,1347419,227561,237275,84,50,13,663421,13464,17.61,0
48,997406,964394,39913,30,88,19,561321,38582,4.0,1
26,836438,907735,235237,85,66,22,58545,14596,28.12,0
41,674768,340534,307963,91,52,28,21865,32385,45.64,0
48,425121,584535,82168,12,91,6,28936,16386,19.33,1
21,1125581,250123,354824,6,56,20,794136,20906,31.52,0
56,1022922,765079,471073,99,76,17,612151,21802,46.05,0
41,849001,477894,495843,61,77,25,894220,7818,58.4,0
55,1304188,531018,356936,56,93,18,634902,41930,27.37,0
33,824762,257358,195982,62,80,25,406957,39257,23.76,0
30,1201040,866015,154557,97,64,24,902021,39853,12.87,0
30,1131310,566456,396076,7,97,1,885969,10037,35.01,1
33,409417,189148,49875,12,57,27,669199,5185,12.18,0
57,411463,985510,145991,63,55,23,902317,37994,35.48,0
58,1093844,196123,492089,6,77,13,291283,25480,44.99,0
44,468602,447530,336091,99,53,26,974409,8692,71.72,0
22,497668,602958,9586,66,79,19,756294,20999,1.93,0
42,862213,543973,51986,53,92,16,849181,7805,6.03,0
37,742608,961352,351992,24,66,10,297180,4157,47.4,0
56,294154,60236,285199,33,83,13,899973,35873,96.96,0
34,776531,85568,428106,21,55,10,186344,38944,55.13,0
30,610568,681615,456297,78,85,14,929244,34761,74.73,0
55,293476,305745,28807,26,84,9,225116,14705,9.82,1
45,314560,422332,216992,10,88,21,68788,20480,68.98,0
23,1120707,535119,309321,66,88,11,41611,33957,27.6,0
58,1069241,328496,487677,35,65,3,736187,32678,45.61,0
37,749656,700009,68625,66,51,8,696469,27699,9.15,0
32,1452566,309291,407458,16,57,12,553769,27994,28.05,0
44,200801,488866,318461,16,64,3,801679,30570,158.6,0
49,830826,453562,433194,67,76,7,718981,20282,52.14,0
45,1098633,730516,278577,20,65,14,510365,13793,25.36,0
56,809557,105904,33282,29,50,7,948887,27542,4.11,0
46,1127473,981539,76519,26,59,7,992039,46238,6.79,0
58,498113,958573,240346,95,56,14,297463,21633,48.25,0
21,291679,328252,305722,92,97,12,704694,40814,104.81,0
40,881065,572247,130843,80,59,1,33728,16637,14.85,0
48,1410368,839285,108333,22,61,27,895588,20795,7.68,0
36,1127476,396300,463423,49,66,5,433658,29522,41.1,0
37,812236,316320,155205,84,94,28,621134,10238,19.11,0
48,1467764,674747,50317,72,61,11,838953,28149,3.43,0
32,476999,469136,127878,16,64,1,336921,44886,26.81,0
47,629385,235922,108745,53,95,23,153209,49179,17.28,0
50,377476,187901,391374,37,81,13,708996,27534,103.68,0
54,1399217,173225,65950,90,81,29,418121,10256,4.71,0
57,849362,543406,59612,67,75,24,621597,1517,7.02,0
26,778725,810135,64873,22,63,23,826456,13425,8.33,0
27,356810,271738,244469,58,99,17,468182,22602,68.52,0
52,1124276,954890,115792,31,75,3,814134,15676,10.3,1
52,1338986,685181,217850,87,54,10,157577,22819,16.27,0
45,1268307,910359,193074,82,87,19,735150,11781,15.22,0
53,865491,528076,445724,29,99,7,140225,19656,51.5,0
27,1052756,954610,493936,38,95,20,857503,49965,46.92,0
32,385169,292726,169451,92,53,28,795735,36076,43.99,0
36,465033,352811,386958,64,77,3,255615,26678,83.21,0
36,733857,771202,15231,58,50,22,149570,5792,2.08,0
56,1455325,479059,349529,91,62,12,87710,12955,24.02,0
33,1333768,756168,41163,9,92,26,68456,46528,3.09,1
27,1335730,473759,384024,40,52,22,236030,9268,28.75,0
56,408542,515996,424892,58,98,10,170805,19693,104.0,0
29,1356649,56611,349736,92,99,21,994936,41676,25.78,0
52,1468470,400386,368708,40,74,12,252254,26601,25.11,0
31,719235,921044,254467,73,91,15,638568,27640,35.38,0
28,994044,883334,478699,43,65,6,853590,5439,48.16,0
53,620547,821812,55535,74,70,19,919657,49139,8.95,0
43,1042329,345187,373096,8,62,29,926731,14227,35.79,0
45,1393582,186343,484792,78,93,26,538199,44701,34.79,0
28,1088976,909299,177182,69,85,5,190177,30517,16.27,0
42,374588,389233,178050,89,57,25,83876,30702,47.53,0
24,324746,895177,221890,44,93,20,748319,7389,68.33,0
23,744719,540092,484953,41,68,27,991826,29575,65.12,0
49,1436381,240191,203441,71,96,2,177744,45188,14.16,0
49,1233290,716933,397968,35,65,21,866844,46229,32.27,0
54,631231,726769,24507,95,61,19,207311,20942,3.88,0
54,955398,922402,478921,85,69,28,335948,25392,50.13,0
48,755673,336608,124225,91,67,19,596015,18229,16.44,0
33,532343,299220,254295,81,61,4,506990,26268,47.77,0
35,1366680,486056,110282,51,97,28,278584,13240,8.07,0
43,1261394,692811,434711,31,74,20,762833,32000,34.46,0
46,681438,594950,221538,55,60,5,470776,2332,32.51,0
24,525145,854660,191958,24,71,7,943255,12229,36.55,0
46,355049,635009,332703,17,95,4,153802,46292,93.71,0
29,774120,712746,982,67,83,11,74792,7300,0.13,0
25,808278,843294,210913,48,62,23,686740,18658,26.09,0
52,1458542,614396,129128,28,95,25,825404,40934,8.85,1
40,1320780,141788,409362,7,87,3,860817,26820,30.99,1
31,245784,518239,247105,14,61,5,655545,1337,100.54,0
35,1258497,294437,185915,69,88,20,702473,37062,14.77,0
52,813794,811299,251762,53,85,15,151221,30906,30.94,0
48,1322984,916572,76737,62,77,25,589302,14445,5.8,0
42,1253498,732561,82446,81,76,21,48402,2867,6.58,0
37,663144,905010,88567,82,88,26,793021,29581,13.36,0
46,1300911,99966,285780,6,62,18,922111,24298,21.97,0
27,1005983,235846,344994,70,92,16,617205,1494,34.29,0
46,1399029,322530,420548,35,89,16,452773,5642,30.06,1
45,1099751,651516,182506,72,76,10,370039,37654,16.6,0
30,517817,196297,83866,87,80,1,250416,9352,16.2,0
39,222948,459909,192343,41,51,23,665603,3036,86.27,0
31,816552,384341,62726,77,67,11,656943,15722,7.68,0
33,259072,93021,343045,28,75,17,143486,49324,132.41,0
28,266691,431059,141180,81,91,24,144928,17186,52.94,0
24,865442,199333,68896,48,80,15,606087,43467,7.96,0
51,207086,470594,173625,98,87,25,254561,22467,83.84,0
48,589962,953606,40880,87,71,7,484551,26951,6.93,0
31,792141,826934,245392,45,85,25,656914,3281,30.98,0
21,1001680,136755,314221,78,68,26,664839,31695,31.37,0
58,1142529,979441,3625,55,63,6,593237,43828,0.32,0
44,963210,116330,38237,46,63,15,575680,2601,3.97,0
51,772668,752726,1223,82,99,15,153542,45787,0.16,0
46,1345070,908754,190375,44,78,7,679132,45440,14.15,0
25,315981,938750,65197,52,66,3,692742,2299,20.63,0
40,366305,619601,236486,88,99,14,502661,15794,64.56,0
31,216304,284729,336837,8,99,9,997166,31148,155.72,0
53,1231477,807071,111555,64,86,3,357088,48516,9.06,0
58,488569,339176,299904,43,58,6,658340,30713,61.38,0
47,924071,535179,472398,9,50,20,483615,17026,51.12,0
54,1223657,198430,372318,10,53,9,678944,32097,30.43,0
35,1359353,898142,389336,18,56,1,688751,19430,28.64,0
52,1210815,407470,451182,74,60,9,357520,48785,37.26,0
41,602641,398301,291168,82,63,12,964469,36649,48.32,0
25,817752,492037,463539,16,91,4,494423,22858,56.68,0
26,1162494,78365,285346,66,68,26,900560,19582,24.55,0
58,1002523,325333,381558,31,89,16,22097,4332,38.06,1
42,855362,519965,51524,58,52,5,389684,34871,6.02,0
38,774699,581536,174980,94,57,27,159911,4177,22.59,0
34,634174,54369,429283,16,78,29,132202,29170,67.69,0
30,295696,506979,402576,12,99,17,513635,45434,136.15,0
33,876067,975554,360372,78,86,17,224382,31603,41.14,0
51,870608,865037,104755,20,92,6,834125,35945,12.03,1
50,1169224,886048,144013,56,58,26,324132,21885,12.32,0
23,870397,497695,278137,30,68,29,59769,39809,31.96,0
